schema_version,module,case_id,stratum,conformant,expected,actual,diagnostics
1.0,routing,routing-favorable-11,favorable,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Rewrite this sentence more clearly."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A plain writing request uses the normal loop.""}"
1.0,routing,routing-favorable-12,favorable,True,"{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""skip_normal_tool_loop"",""query"":""Try again."",""reason"":""retry_request""}","{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Try again."",""reason"":""retry_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A retry without prior tools has no operation to retrieve again.""}"
1.0,routing,routing-favorable-13,favorable,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Run the FITS processing tool on the uploaded file."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Explicit FITS processing is a local-tool request.""}"
1.0,routing,routing-favorable-14,favorable,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Subtract the sky from the uploaded image."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Sky subtraction is a local operation.""}"
1.0,routing,routing-favorable-15,favorable,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Detect point sources in the uploaded files."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Point-source detection directly names local processing.""}"
1.0,routing,routing-unfavorable-01,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Mine the selected archive for detector drift."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Archive mining is a retrieval paraphrase that may evade narrow cues.""}"
1.0,routing,routing-unfavorable-02,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Bring me the table of measured fluxes from the article."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A table is visual evidence even if not named by a narrow figure list.""}"
1.0,routing,routing-unfavorable-03,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""collection_backed_question""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Could the selected literature settle the calibration disagreement?"",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Collection reference uses an indirect question form.""}"
1.0,routing,routing-unfavorable-04,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Synthetic Telescope Study: How was it calibrated?"",""reason"":""collection_backed_question""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Synthetic Telescope Study: How was it calibrated?"",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Coreference requires the prior retrieved title in the query.""}"
1.0,routing,routing-unfavorable-05,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Mine the archive for detector drift."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Archive mining still needs a scope selection.""}"
1.0,routing,routing-unfavorable-06,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Bring me the table of measured fluxes from the article."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A table request has no collection selected.""}"
1.0,routing,routing-unfavorable-07,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Dig through the literature for the exposure time."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Natural-language evidence lookup lacks a configured scope.""}"
1.0,routing,routing-unfavorable-08,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Bring up the schematic in the paper."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A schematic request needs document evidence and a scope.""}"
1.0,routing,routing-unfavorable-09,unfavorable,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""My draft is titled Searching the Documents."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A quoted title alone is not a request to search it.""}"
1.0,routing,routing-unfavorable-10,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""FITS tools are common in astronomy."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Discussion of a tool is not an instruction to run it.""}"
1.0,routing,routing-unfavorable-11,unfavorable,True,"{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""retrieve"",""query"":""synthetic calibration uncertainty"",""reason"":""retry_request""}","{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""retrieve"",""query"":""synthetic calibration uncertainty"",""reason"":""retry_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""The helper action retrieves with prior tools and a selected collection, while direct-pipeline retry reachability remains skipped.""}"
1.0,routing,routing-unfavorable-12,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Clean cosmic-ray strikes from my uploaded exposure."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Cosmic-ray cleaning is local processing despite absent narrow keywords.""}"
1.0,routing,routing-unfavorable-13,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Perform aperture photometry on this uploaded frame."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Aperture photometry is an explicit local-data operation.""}"
1.0,routing,routing-unfavorable-14,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Align these uploaded exposures before stacking."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Image registration is a local processing request.""}"
1.0,routing,routing-unfavorable-15,unfavorable,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Mask stars in my uploaded science frame."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Source masking is a local operation expressed as a paraphrase.""}"
1.0,routing,routing-ambiguous-01,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Can you check this and tell me why it differs?"",""reason"":""collection_backed_question""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""The deictic 'this' lacks an explicit document referent, so literal-operation tie-breaking keeps the normal loop.""}"
1.0,routing,routing-ambiguous-02,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""collection_backed_question""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""What does the source mean by that result?"",""reason"":""collection_backed_question""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""The named source resolves 'that result' to selected evidence.""}"
1.0,routing,routing-ambiguous-03,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Could you explain the plot in the paper?"",""reason"":""figure_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""'Plot in the paper' is treated literally as requested evidence.""}"
1.0,routing,routing-ambiguous-04,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""collection_backed_question""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Tell me what this document is getting at."",""reason"":""collection_backed_question""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A selected collection plus document summary request resolves to retrieval.""}"
1.0,routing,routing-ambiguous-05,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":""Maybe check the source for that number?"",""reason"":""explicit_search""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""An explicit source check needs collection selection despite casual phrasing.""}"
1.0,routing,routing-ambiguous-06,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""I think I need to see the diagram from the paper."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""The diagram is requested rather than merely discussed.""}"
1.0,routing,routing-ambiguous-07,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":""Could you maybe look up the paper?"",""reason"":""explicit_search""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""'Look up the paper' is a literal retrieval request without scope.""}"
