schema_version,module,case_id,stratum,conformant,expected,actual,diagnostics
1.0,evidence,evidence-unfavorable-05,unfavorable,False,"{""relevant_evidence_ids"":[""eu05-b""]}","{""selected_evidence_ids"":[""eu05-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-h chunk:10]""],""sequential_citation_tokens"":[""[doc:doc-h chunk:10]""]}"
1.0,evidence,evidence-unfavorable-06,unfavorable,True,"{""relevant_evidence_ids"":[""eu06-a""]}","{""selected_evidence_ids"":[""eu06-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-j chunk:10]""],""sequential_citation_tokens"":[""[doc:doc-j chunk:10]""]}"
1.0,evidence,evidence-ambiguous-01,ambiguous,True,"{""relevant_evidence_ids"":[""em01-b""]}","{""selected_evidence_ids"":[""em01-a"",""em01-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-a chunk:20]"",""[doc:doc-b chunk:20]""],""sequential_citation_tokens"":[""[doc:doc-a chunk:20]"",""[doc:doc-b chunk:20]""]}"
1.0,evidence,evidence-ambiguous-02,ambiguous,True,"{""relevant_evidence_ids"":[""em02-a"",""em02-b""]}","{""selected_evidence_ids"":[""em02-a"",""em02-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-c chunk:20]"",""[doc:doc-d chunk:20]""],""sequential_citation_tokens"":[""[doc:doc-c chunk:20]"",""[doc:doc-d chunk:20]""]}"
1.0,evidence,evidence-ambiguous-03,ambiguous,True,"{""relevant_evidence_ids"":[""em03-a"",""em03-b""]}","{""selected_evidence_ids"":[""em03-a"",""em03-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-e chunk:20]"",""[doc:doc-f chunk:20]""],""sequential_citation_tokens"":[""[doc:doc-e chunk:20]"",""[doc:doc-f chunk:20]""]}"
1.0,evidence,evidence-ambiguous-04,ambiguous,True,"{""relevant_evidence_ids"":[""em04-a""]}","{""selected_evidence_ids"":[""em04-a"",""em04-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-g chunk:20]"",""[doc:doc-g chunk:21]""],""sequential_citation_tokens"":[""[doc:doc-g chunk:20]"",""[doc:doc-g chunk:21]""]}"
1.0,evidence,evidence-ambiguous-05,ambiguous,True,"{""relevant_evidence_ids"":[""em05-b""]}","{""selected_evidence_ids"":[""em05-a"",""em05-b"",""em05-c""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-h chunk:20]"",""[doc:doc-i chunk:20]"",""[doc:doc-j chunk:20]""],""sequential_citation_tokens"":[""[doc:doc-h chunk:20]"",""[doc:doc-i chunk:20]"",""[doc:doc-j chunk:20]""]}"
1.0,evidence,evidence-ambiguous-06,ambiguous,True,"{""relevant_evidence_ids"":[]}","{""selected_evidence_ids"":[""em06-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-k chunk:20]""],""sequential_citation_tokens"":[""[doc:doc-k chunk:20]""]}"
1.0,evidence,evidence-adversarial-01,adversarial_boundary,False,"{""relevant_evidence_ids"":[""ea01-b""]}","{""selected_evidence_ids"":[""ea01-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-a chunk:30]""],""sequential_citation_tokens"":[""[doc:doc-a chunk:30]""]}"
1.0,evidence,evidence-adversarial-02,adversarial_boundary,True,"{""relevant_evidence_ids"":[""ea02-b""]}","{""selected_evidence_ids"":[""ea02-a"",""ea02-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-c chunk:30]"",""[doc:doc-d chunk:30]""],""sequential_citation_tokens"":[""[doc:doc-c chunk:30]"",""[doc:doc-d chunk:30]""]}"
1.0,evidence,evidence-adversarial-03,adversarial_boundary,True,"{""relevant_evidence_ids"":[""ea03-a"",""ea03-b""]}","{""selected_evidence_ids"":[""ea03-a"",""ea03-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-e chunk:30]"",""[doc:doc-e chunk:31]""],""sequential_citation_tokens"":[""[doc:doc-e chunk:30]"",""[doc:doc-e chunk:31]""]}"
1.0,evidence,evidence-adversarial-04,adversarial_boundary,True,"{""relevant_evidence_ids"":[""ea04-a""]}","{""selected_evidence_ids"":[""ea04-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:007 chunk:32]""],""sequential_citation_tokens"":[""[doc:007 chunk:32]""]}"
1.0,evidence,evidence-adversarial-05,adversarial_boundary,True,"{""relevant_evidence_ids"":[""ea05-a""]}","{""selected_evidence_ids"":[""ea05-a"",""ea05-b""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-f chunk:999999]""],""sequential_citation_tokens"":[""[doc:doc-f chunk:999999]""]}"
1.0,evidence,evidence-adversarial-06,adversarial_boundary,False,"{""relevant_evidence_ids"":[""ea06-b""]}","{""selected_evidence_ids"":[""ea06-a""]}","{""aquillm_packet_citation_tokens"":[""[doc:doc-h chunk:30]""],""sequential_citation_tokens"":[""[doc:doc-h chunk:30]""]}"
